seqid,start,end,strand,length,product
NC_014532.2,1955609,1956385,-,777,alpha/beta fold hydrolase
NC_014532.2,1956418,1957101,-,684,7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter
NC_014532.2,1957238,1959169,-,1932,propionyl-CoA synthetase
NC_014532.2,1959521,1959838,+,318,metalloregulator ArsR/SmtB family transcription factor
NC_014532.2,1959854,1960885,-,1032,protease SohB
NC_014532.2,1960999,1961325,+,327,SCP2 sterol-binding domain-containing protein
NC_014532.2,1961329,1962129,-,801,NAD(+) diphosphatase
NC_014532.2,1962129,1962896,-,768,DNA polymerase III subunit epsilon
NC_014532.2,1962941,1963411,-,471,ribonuclease HI
NC_014532.2,1963404,1964180,-,777,class I SAM-dependent methyltransferase
NC_014532.2,1964280,1965047,+,768,hydroxyacylglutathione hydrolase
NC_014532.2,1965127,1966341,+,1215,transglycosylase SLT domain-containing protein
NC_014532.2,1966397,1968214,+,1818,extracellular solute-binding protein
NC_014532.2,1968256,1969329,+,1074,microcin C ABC transporter permease YejB
NC_014532.2,1969332,1970408,+,1077,ABC transporter permease
NC_014532.2,1970401,1971990,+,1590,ABC transporter ATP-binding protein
NC_014532.2,1972000,1973001,-,1002,lipid A deacylase LpxR family protein
NC_014532.2,1973250,1975001,+,1752,GGDEF domain-containing protein
NC_014532.2,1975057,1975758,-,702,pseudouridine synthase
NC_014532.2,1975758,1976573,-,816,amidohydrolase
NC_014532.2,1976696,1977604,+,909,EamA family transporter RarD
NC_014532.2,1977726,1979438,+,1713,SulP family inorganic anion transporter
NC_014532.2,1979560,1980831,+,1272,ATP-binding protein
NC_014532.2,1980856,1981395,+,540,response regulator transcription factor
NC_014532.2,1981447,1982025,-,579,hypoxanthine-guanine phosphoribosyltransferase
NC_014532.2,1982058,1983071,-,1014,beta-N-acetylhexosaminidase
NC_014532.2,1983218,1984069,+,852,A24 family peptidase
NC_014532.2,1984071,1984703,+,633,dephospho-CoA kinase
NC_014532.2,1984755,1984988,+,234,DNA gyrase inhibitor YacG
NC_014532.2,1984994,1985866,+,873,hypothetical protein
NC_014532.2,1985869,1986141,-,273,hypothetical protein
NC_014532.2,1986714,1987097,-,384,"histone-like nucleoid-structuring protein, MvaT/MvaU family"
NC_014532.2,1987414,1989093,-,1680,30S ribosomal protein S1
NC_014532.2,1989273,1989962,-,690,(d)CMP kinase
NC_014532.2,1989959,1992229,-,2271,bifunctional prephenate dehydrogenase/3-phosphoshikimate 1-carboxyvinyltransferase
NC_014532.2,1992232,1993323,-,1092,prephenate dehydratase
NC_014532.2,1993544,1994659,-,1116,3-phosphoserine/phosphohydroxythreonine transaminase
NC_014532.2,1994677,1997376,-,2700,DNA gyrase subunit A
NC_014532.2,1997593,1998015,-,423,thioesterase family protein
NC_014532.2,1998168,1999100,+,933,recombination-associated protein RdgC
NC_014532.2,1999126,2000289,+,1164,1-acyl-sn-glycerol-3-phosphate acyltransferase
NC_014532.2,2000297,2001460,+,1164,cation diffusion facilitator family transporter
NC_014532.2,2001597,2001878,+,282,hypothetical protein
NC_014532.2,2002032,2003510,+,1479,tRNA uracil 4-sulfurtransferase ThiI
NC_014532.2,2003639,2005675,+,2037,methionine--tRNA ligase
NC_014532.2,2005685,2006662,+,978,RnfABCDGE type electron transport complex subunit B
NC_014532.2,2006684,2007319,+,636,endonuclease III
NC_014532.2,2007354,2007548,-,195,hypothetical protein
NC_014532.2,2007567,2008775,-,1209,YeeE/YedE family protein
NC_014532.2,2008847,2009800,-,954,sulfurtransferase
NC_014532.2,2009952,2010959,-,1008,ArsA family ATPase
NC_014532.2,2010984,2011277,-,294,cory-CC-star protein
NC_014532.2,2011292,2012962,-,1671,carbon starvation protein A
NC_014532.2,2013137,2013814,-,678,glutathione S-transferase family protein
NC_014532.2,2013976,2014347,+,372,response regulator transcription factor
NC_014532.2,2014347,2016395,+,2049,exonuclease domain-containing protein
NC_014532.2,2016392,2016577,+,186,hypothetical protein
NC_014532.2,2016584,2019337,+,2754,sensor histidine kinase
NC_014532.2,2019440,2019754,-,315,HlyU family transcriptional regulator
NC_014532.2,2019860,2021080,-,1221,argininosuccinate synthase
NC_014532.2,2021249,2021914,+,666,ribonuclease T
NC_014532.2,2022081,2022428,-,348,Grx4 family monothiol glutaredoxin
NC_014532.2,2022587,2023507,+,921,ornithine carbamoyltransferase
NC_014532.2,2023700,2024608,+,909,3-keto-5-aminohexanoate cleavage protein
NC_014532.2,2024605,2025561,+,957,L-carnitine dehydrogenase
NC_014532.2,2025561,2026025,+,465,thioesterase family protein
NC_014532.2,2026176,2027795,+,1620,BCCT family transporter
NC_014532.2,2027795,2028613,+,819,alpha/beta hydrolase fold domain-containing protein
NC_014532.2,2028676,2029770,-,1095,hypothetical protein
NC_014532.2,2029922,2030596,+,675,Fe2+-dependent dioxygenase
NC_014532.2,2030615,2031577,-,963,GlxA family transcriptional regulator
NC_014532.2,2031649,2032587,-,939,ABC transporter substrate-binding protein
NC_014532.2,2032773,2033732,+,960,GlxA family transcriptional regulator
NC_014532.2,2033845,2035077,+,1233,TauD/TfdA family dioxygenase
NC_014532.2,2035128,2036126,-,999,GlxA family transcriptional regulator
NC_014532.2,2036265,2037404,+,1140,TauD/TfdA family dioxygenase
NC_014532.2,2037401,2037988,+,588,HD domain-containing protein
NC_014532.2,2037985,2039580,+,1596,5-guanidino-2-oxopentanoate decarboxylase
NC_014532.2,2039806,2040744,+,939,ABC transporter substrate-binding protein
NC_014532.2,2040741,2041487,+,747,class II aldolase/adducin family protein
NC_014532.2,2041495,2042694,+,1200,pyridoxal phosphate-dependent aminotransferase
NC_014532.2,2042702,2043496,+,795,ABC transporter ATP-binding protein
NC_014532.2,2043535,2044305,+,771,transporter substrate-binding domain-containing protein
NC_014532.2,2044458,2045171,+,714,ABC transporter permease
NC_014532.2,2045173,2045928,+,756,ABC transporter permease
NC_014532.2,2045925,2047367,+,1443,aldehyde dehydrogenase family protein
NC_014532.2,2047497,2047898,-,402,GFA family protein
NC_014532.2,2047992,2048927,-,936,DMT family transporter
NC_014532.2,2049065,2051314,-,2250,type II secretion system secretin GspD
NC_014532.2,2051458,2051970,-,513,type II secretion system protein N
NC_014532.2,2051967,2052575,-,609,type II secretion system protein GspM
NC_014532.2,2052559,2053629,-,1071,type II secretion system protein GspL
NC_014532.2,2053626,2054342,-,717,general secretion pathway protein GspK
NC_014532.2,2054339,2054956,-,618,type II secretion system protein GspJ
NC_014532.2,2054953,2055315,-,363,prepilin-type N-terminal cleavage/methylation domain-containing protein
NC_014532.2,2055312,2055770,-,459,GspH/FimT family pseudopilin
NC_014532.2,2055780,2056202,-,423,type II secretion system major pseudopilin GspG
NC_014532.2,2056274,2057473,-,1200,type II secretion system F family protein
NC_014532.2,2057476,2058915,-,1440,GspE/PulE family protein
NC_014532.2,2059802,2060092,+,291,hypothetical protein
NC_014532.2,2060106,2062799,+,2694,glycoside hydrolase family 3 C-terminal domain-containing protein
NC_014532.2,2062848,2063501,-,654,TetR/AcrR family transcriptional regulator
NC_014532.2,2063540,2064937,-,1398,MATE family efflux transporter
NC_014532.2,2065242,2065925,-,684,AraC family transcriptional regulator
NC_014532.2,2066084,2066848,+,765,sporulation protein
NC_014532.2,2066855,2067748,-,894,SMP-30/gluconolactonase/LRE family protein
NC_014532.2,2067896,2068909,-,1014,L-arabinose ABC transporter permease AraH
NC_014532.2,2068946,2070493,-,1548,L-arabinose ABC transporter ATP-binding protein AraG
NC_014532.2,2070477,2071463,-,987,arabinose ABC transporter substrate-binding protein
NC_014532.2,2071809,2072696,-,888,carbohydrate ABC transporter permease
NC_014532.2,2072708,2073550,-,843,carbohydrate ABC transporter permease
NC_014532.2,2073660,2074937,-,1278,extracellular solute-binding protein
NC_014532.2,2075009,2076088,-,1080,ABC transporter ATP-binding protein
NC_014532.2,2076085,2077611,-,1527,alpha-N-arabinofuranosidase
NC_014532.2,2078017,2079150,-,1134,carbohydrate porin
NC_014532.2,2079442,2080584,-,1143,aldose epimerase family protein
NC_014532.2,2080866,2081819,+,954,LysR family transcriptional regulator
NC_014532.2,2081882,2082808,-,927,Gfo/Idh/MocA family protein
NC_014532.2,2082988,2084787,-,1800,IlvD/Edd family dehydratase
NC_014532.2,2085229,2087535,+,2307,family 43 glycosylhydrolase
NC_014532.2,2087734,2088795,-,1062,"arabinan endo-1,5-alpha-L-arabinosidase"
NC_014532.2,2088860,2090617,-,1758,IlvD/Edd family dehydratase
NC_014532.2,2090847,2091866,+,1020,TRAP transporter substrate-binding protein
NC_014532.2,2091978,2092577,+,600,TRAP transporter small permease subunit
NC_014532.2,2092577,2093881,+,1305,TRAP transporter large permease subunit
NC_014532.2,2093927,2095297,+,1371,MFS transporter
NC_014532.2,2095324,2096301,+,978,family 43 glycosylhydrolase
NC_014532.2,2096404,2097390,+,987,AraD1 family protein
NC_014532.2,2097481,2099058,+,1578,aldehyde dehydrogenase (NADP(+))
NC_014532.2,2099149,2100315,+,1167,fumarylacetoacetate hydrolase family protein
NC_014532.2,2100410,2101180,+,771,FadR/GntR family transcriptional regulator
NC_014532.2,2101664,2102311,+,648,UvrY/SirA/GacA family response regulator transcription factor
NC_014532.2,2102375,2104189,+,1815,excinuclease ABC subunit UvrC
NC_014532.2,2104262,2104810,+,549,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
NC_014532.2,2105602,2106828,-,1227,Hint domain-containing protein
NC_014532.2,2107781,2108977,+,1197,nitric oxide-sensing protein NosP
NC_014532.2,2108907,2110373,+,1467,hybrid sensor histidine kinase/response regulator
NC_014532.2,2110556,2111239,-,684,response regulator transcription factor
NC_014532.2,2111379,2112899,+,1521,aldehyde dehydrogenase family protein
NC_014532.2,2113017,2114033,+,1017,alcohol dehydrogenase AdhP
NC_014532.2,2114192,2114965,-,774,hypothetical protein
NC_014532.2,2114979,2115728,-,750,hypothetical protein
NC_014532.2,2115852,2116427,-,576,helix-turn-helix domain-containing protein
NC_014532.2,2116530,2117309,+,780,aldolase
NC_014532.2,2117361,2118245,+,885,dihydrodipicolinate synthase family protein
NC_014532.2,2118542,2119495,-,954,Hint domain-containing protein
NC_014532.2,2119737,2120756,+,1020,GlxA family transcriptional regulator
NC_014532.2,2120971,2122341,-,1371,putative histamine N-monooxygenase
NC_014532.2,2122439,2126884,-,4446,amino acid adenylation domain-containing protein
NC_014532.2,2127349,2128545,+,1197,histidine decarboxylase
NC_014532.2,2128735,2130846,+,2112,TonB-dependent receptor
NC_014532.2,2130968,2133766,+,2799,condensation domain-containing protein
NC_014532.2,2133886,2134866,-,981,siderophore ABC transporter substrate-binding protein
NC_014532.2,2134863,2135639,-,777,ABC transporter ATP-binding protein
NC_014532.2,2135636,2136583,-,948,iron chelate uptake ABC transporter family permease subunit
NC_014532.2,2136583,2137524,-,942,ABC transporter permease
NC_014532.2,2137524,2139299,-,1776,ABC transporter ATP-binding protein
NC_014532.2,2139296,2141092,-,1797,ABC transporter ATP-binding protein
NC_014532.2,2141554,2142675,+,1122,isochorismate synthase MenF
NC_014532.2,2142672,2144297,+,1626,"(2,3-dihydroxybenzoyl)adenylate synthase"
NC_014532.2,2144307,2145179,+,873,isochorismatase family protein
NC_014532.2,2145193,2145948,+,756,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"
NC_014532.2,2145992,2146441,-,450,Rid family hydrolase
NC_014532.2,2146477,2147847,-,1371,ATP-binding protein
NC_014532.2,2147816,2148502,-,687,response regulator transcription factor
NC_014532.2,2148502,2149326,-,825,MipA/OmpV family protein
NC_014532.2,2149496,2150632,-,1137,MFS transporter
NC_014532.2,2150625,2151371,-,747,DeoR/GlpR family DNA-binding transcription regulator
NC_014532.2,2151607,2152437,-,831,SDR family oxidoreductase
NC_014532.2,2152547,2153440,+,894,LysR family transcriptional regulator
NC_014532.2,2153513,2154169,+,657,4'-phosphopantetheinyl transferase
NC_014532.2,2154227,2157238,-,3012,amino acid adenylation domain-containing protein
NC_014532.2,2158398,2158784,-,387,SirB2 family protein
NC_014532.2,2158795,2160006,-,1212,NnrS family protein
NC_014532.2,2160083,2161468,-,1386,oxygen-independent coproporphyrinogen III oxidase
NC_014532.2,2161610,2162422,-,813,peptidylprolyl isomerase
NC_014532.2,2162447,2163124,-,678,respiratory nitrate reductase subunit gamma
NC_014532.2,2163121,2163900,-,780,nitrate reductase molybdenum cofactor assembly chaperone
NC_014532.2,2163893,2165458,-,1566,nitrate reductase subunit beta
NC_014532.2,2165455,2169243,-,3789,nitrate reductase subunit alpha
NC_014532.2,2169773,2171638,+,1866,type IV pili methyl-accepting chemotaxis transducer N-terminal domain-containing protein
NC_014532.2,2171668,2172327,+,660,two-component system response regulator NarL
NC_014532.2,2172560,2174212,+,1653,MFS transporter
NC_014532.2,2174276,2175541,+,1266,nitrate/nitrite transporter
NC_014532.2,2175555,2176121,+,567,YIP1 family protein
NC_014532.2,2176595,2177545,+,951,hypothetical protein
NC_014532.2,2177707,2178930,-,1224,Hint domain-containing protein
NC_014532.2,2179664,2179978,+,315,hypothetical protein
NC_014532.2,2180178,2181335,+,1158,FUSC family protein
NC_014532.2,2181316,2182896,+,1581,L-aspartate oxidase
NC_014532.2,2182905,2183303,-,399,protein YgfX
NC_014532.2,2183263,2183556,-,294,succinate dehydrogenase assembly factor 2
NC_014532.2,2183801,2184106,+,306,integration host factor subunit beta
NC_014532.2,2184162,2184467,+,306,lipopolysaccharide assembly protein LapA domain-containing protein
NC_014532.2,2184469,2185650,+,1182,lipopolysaccharide assembly protein LapB
NC_014532.2,2185657,2186358,-,702,orotidine-5'-phosphate decarboxylase
NC_014532.2,2186583,2186915,+,333,helix-hairpin-helix domain-containing protein
NC_014532.2,2186989,2187750,-,762,SDR family oxidoreductase
NC_014532.2,2187914,2188447,+,534,FxsA family protein
NC_014532.2,2188649,2188942,+,294,co-chaperone GroES
NC_014532.2,2189003,2190649,+,1647,chaperonin GroEL
NC_014532.2,2190824,2191558,+,735,RNA methyltransferase
NC_014532.2,2191790,2192764,-,975,branched-chain amino acid transaminase
NC_014532.2,2192777,2193904,-,1128,class II histone deacetylase
NC_014532.2,2193880,2194824,-,945,ornithine cyclodeaminase family protein
NC_014532.2,2194826,2195182,-,357,RidA family protein
NC_014532.2,2195214,2196248,-,1035,histone deacetylase family protein
NC_014532.2,2196272,2197549,-,1278,TRAP transporter large permease
NC_014532.2,2197546,2198091,-,546,TRAP transporter small permease
NC_014532.2,2198179,2199255,-,1077,TRAP transporter substrate-binding protein DctP
NC_014532.2,2199396,2200172,-,777,AraC family transcriptional regulator
NC_014532.2,2200435,2201610,+,1176,zinc-binding dehydrogenase
NC_014532.2,2201607,2202671,+,1065,proline racemase family protein
NC_014532.2,2202729,2203919,-,1191,"quercetin 2,3-dioxygenase"
NC_014532.2,2204000,2205496,-,1497,carboxylesterase/lipase family protein
NC_014532.2,2205532,2206500,+,969,LysR family transcriptional regulator
NC_014532.2,2206512,2207000,+,489,NYN domain-containing protein
NC_014532.2,2207078,2208157,+,1080,patatin-like phospholipase family protein
NC_014532.2,2208163,2209716,-,1554,nitric oxide reductase transcriptional regulator NorR
NC_014532.2,2210045,2211229,+,1185,NO-inducible flavohemoprotein
NC_014532.2,2211307,2212215,-,909,AraC family transcriptional regulator
NC_014532.2,2212540,2213604,+,1065,NAD(P)-dependent alcohol dehydrogenase
NC_014532.2,2213844,2214191,+,348,GFA family protein
NC_014532.2,2214212,2215381,-,1170,ABC transporter ATP-binding protein
NC_014532.2,2215378,2216235,-,858,ABC transporter permease
NC_014532.2,2216219,2217061,-,843,ABC transporter permease subunit
NC_014532.2,2217058,2217882,-,825,alkaline phosphatase family protein
NC_014532.2,2217936,2219018,-,1083,ABC transporter substrate-binding protein
NC_014532.2,2219341,2220027,+,687,UTRA domain-containing protein
NC_014532.2,2220069,2220962,-,894,LysR family transcriptional regulator
NC_014532.2,2221067,2221807,+,741,SDR family oxidoreductase
NC_014532.2,2221868,2223073,-,1206,hypothetical protein
NC_014532.2,2223070,2226666,-,3597,hypothetical protein
NC_014532.2,2226697,2227500,-,804,DUF4123 domain-containing protein
NC_014532.2,2227509,2229587,-,2079,type VI secretion system Vgr family protein
NC_014532.2,2229589,2229876,-,288,type VI secretion system PAAR protein
NC_014532.2,2229908,2230522,-,615,GNAT family N-acetyltransferase
NC_014532.2,2230506,2234159,-,3654,type VI secretion system membrane subunit TssM
NC_014532.2,2234205,2235644,-,1440,type VI secretion system protein TssA
NC_014532.2,2235656,2236315,-,660,type VI secretion system-associated protein VasI
NC_014532.2,2236312,2237922,-,1611,sigma-54-dependent Fis family transcriptional regulator
NC_014532.2,2237939,2240560,-,2622,type VI secretion system ATPase TssH
NC_014532.2,2240587,2241402,-,816,type IVB secretion system protein IcmH/DotU
NC_014532.2,2241406,2242740,-,1335,type VI secretion system baseplate subunit TssK
NC_014532.2,2242740,2243294,-,555,type VI secretion system lipoprotein TssJ
NC_014532.2,2243291,2244613,-,1323,type VI secretion system-associated FHA domain protein TagH
NC_014532.2,2244618,2245637,-,1020,type VI secretion system baseplate subunit TssG
NC_014532.2,2245601,2247364,-,1764,type VI secretion system baseplate subunit TssF
NC_014532.2,2247372,2247806,-,435,type VI secretion system baseplate subunit TssE
NC_014532.2,2247811,2249298,-,1488,type VI secretion system contractile sheath large subunit
NC_014532.2,2249329,2249847,-,519,type VI secretion system contractile sheath small subunit
NC_014532.2,2250303,2251355,-,1053,hypothetical protein
NC_014532.2,2251579,2252556,-,978,tetratricopeptide repeat protein
NC_014532.2,2252559,2255918,-,3360,hypothetical protein
NC_014532.2,2255906,2256778,-,873,DUF4123 domain-containing protein
NC_014532.2,2256763,2258844,-,2082,type VI secretion system Vgr family protein
NC_014532.2,2259085,2259603,-,519,Hcp family type VI secretion system effector
NC_014532.2,2259856,2260560,-,705,lipoyl protein ligase domain-containing protein
NC_014532.2,2260789,2261958,+,1170,isovaleryl-CoA dehydrogenase
NC_014532.2,2262021,2263628,+,1608,carboxyl transferase domain-containing protein
NC_014532.2,2263792,2264625,+,834,enoyl-CoA hydratase-related protein
NC_014532.2,2264622,2266658,+,2037,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha
NC_014532.2,2266771,2267670,+,900,hydroxymethylglutaryl-CoA lyase
NC_014532.2,2267764,2267910,+,147,IS481 family transposase
NC_014532.2,2268089,2269228,+,1140,C4-dicarboxylate TRAP transporter substrate-binding protein
NC_014532.2,2269295,2269924,+,630,TetR/AcrR family transcriptional regulator
NC_014532.2,2269921,2270445,+,525,TRAP transporter small permease
NC_014532.2,2270455,2271762,+,1308,TRAP transporter large permease
NC_014532.2,2271804,2273048,+,1245,amidohydrolase family protein
NC_014532.2,2273136,2275337,-,2202,OsmC domain/YcaO domain-containing protein
NC_014532.2,2275558,2276001,-,444,hypothetical protein
NC_014532.2,2276034,2276924,-,891,hypothetical protein
NC_014532.2,2277007,2278185,-,1179,DUF4062 domain-containing protein
NC_014532.2,2278214,2278720,-,507,GNAT family N-acetyltransferase
NC_014532.2,2278807,2279595,-,789,aminoglycoside nucleotidyltransferase ANT9
NC_014532.2,2279673,2280305,-,633,hypothetical protein
NC_014532.2,2280328,2281521,-,1194,DUF3800 domain-containing protein
NC_014532.2,2281625,2282239,-,615,poly-gamma-glutamate hydrolase family protein
NC_014532.2,2282831,2283217,-,387,tautomerase family protein
NC_014532.2,2283280,2284950,-,1671,dihydroxyacetone kinase subunit DhaK
NC_014532.2,2285008,2285433,-,426,N-acetyltransferase
NC_014532.2,2285508,2286245,-,738,carbon-nitrogen hydrolase family protein
NC_014532.2,2286677,2287552,-,876,LysR family transcriptional regulator
NC_014532.2,2287676,2288962,+,1287,MFS transporter
NC_014532.2,2289064,2290581,-,1518,sodium:solute symporter
NC_014532.2,2290574,2290807,-,234,hypothetical protein
NC_014532.2,2290856,2292253,-,1398,amidase
NC_014532.2,2292359,2293261,-,903,LysR family transcriptional regulator
NC_014532.2,2293265,2293747,-,483,GNAT family N-acetyltransferase
NC_014532.2,2293917,2294945,-,1029,GlxA family transcriptional regulator
NC_014532.2,2295069,2296148,+,1080,class I SAM-dependent methyltransferase
NC_014532.2,2296196,2296672,-,477,VOC family protein
NC_014532.2,2296735,2297088,-,354,DUF1428 domain-containing protein
NC_014532.2,2297271,2298176,+,906,cation efflux family transporter
NC_014532.2,2298241,2298654,+,414,RidA family protein
NC_014532.2,2298641,2299240,-,600,LysE family translocator
NC_014532.2,2299340,2300734,+,1395,PLP-dependent aminotransferase family protein
NC_014532.2,2300958,2302736,+,1779,chloride channel protein
NC_014532.2,2302723,2303859,+,1137,extracellular solute-binding protein
NC_014532.2,2304058,2304894,+,837,5-dehydro-4-deoxy-D-glucuronate isomerase
NC_014532.2,2304913,2305671,+,759,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD
NC_014532.2,2305742,2306551,-,810,DNA-binding transcriptional regulator KdgR
NC_014532.2,2306837,2307577,+,741,oligogalacturonate-specific porin KdgM family protein
NC_014532.2,2307691,2308176,+,486,TRAP transporter small permease
NC_014532.2,2308179,2309477,+,1299,TRAP transporter large permease
NC_014532.2,2309506,2310645,+,1140,glycoside hydrolase family 105 protein
NC_014532.2,2310703,2311707,+,1005,TRAP transporter substrate-binding protein
NC_014532.2,2311782,2312618,+,837,sugar phosphate isomerase/epimerase
NC_014532.2,2312742,2313161,+,420,secondary thiamine-phosphate synthase enzyme YjbQ
NC_014532.2,2313351,2314067,+,717,lipopolysaccharide kinase InaA family protein
NC_014532.2,2314104,2314562,-,459,prepilin-type N-terminal cleavage/methylation domain-containing protein
NC_014532.2,2314823,2316571,+,1749,type IV-A pilus assembly ATPase PilB
NC_014532.2,2316594,2317820,+,1227,type II secretion system F family protein
NC_014532.2,2317859,2318527,-,669,TetR/AcrR family transcriptional regulator
NC_014532.2,2318821,2319486,+,666,transcriptional repressor LexA
NC_014532.2,2319511,2320557,+,1047,DNA polymerase IV
NC_014532.2,2320606,2321460,-,855,formyltetrahydrofolate deformylase
NC_014532.2,2321689,2323275,+,1587,ribonuclease J
NC_014532.2,2323393,2323692,-,300,H-NS family nucleoid-associated regulatory protein
NC_014532.2,2323933,2324925,-,993,"GTP 3',8-cyclase MoaA"
NC_014532.2,2324922,2325377,-,456,molybdopterin synthase catalytic subunit MoaE
NC_014532.2,2325382,2326191,-,810,cyclic pyranopterin monophosphate synthase MoaC
NC_014532.2,2326262,2326843,-,582,molybdopterin-guanine dinucleotide biosynthesis protein B
NC_014532.2,2326840,2327445,-,606,molybdenum cofactor guanylyltransferase MobA
NC_014532.2,2327610,2328212,+,603,cupin domain-containing protein
NC_014532.2,2328245,2329486,-,1242,uracil-xanthine permease family protein
NC_014532.2,2329545,2331194,-,1650,glycerol-3-phosphate dehydrogenase/oxidase
NC_014532.2,2331319,2333055,-,1737,ABC transporter substrate-binding protein
NC_014532.2,2333135,2333407,-,273,DUF2160 domain-containing protein
NC_014532.2,2333419,2334312,-,894,carbohydrate ABC transporter permease
NC_014532.2,2334314,2335195,-,882,carbohydrate ABC transporter permease
NC_014532.2,2335192,2336289,-,1098,ABC transporter ATP-binding protein
NC_014532.2,2336292,2337380,-,1089,ABC transporter ATP-binding protein
NC_014532.2,2337740,2338369,-,630,uracil phosphoribosyltransferase
NC_014532.2,2338490,2339173,-,684,uracil-DNA glycosylase
NC_014532.2,2339177,2339656,-,480,xanthine phosphoribosyltransferase
NC_014532.2,2339664,2340209,-,546,adenine phosphoribosyltransferase
NC_014532.2,2340232,2341536,-,1305,NCS2 family permease
NC_014532.2,2341712,2342341,-,630,riboflavin synthase
NC_014532.2,2342781,2343839,+,1059,methionine ABC transporter ATP-binding protein
NC_014532.2,2343820,2344473,+,654,methionine ABC transporter permease
NC_014532.2,2344591,2345379,+,789,MetQ/NlpA family ABC transporter substrate-binding protein
NC_014532.2,2345469,2345921,+,453,GAF domain-containing protein
NC_014532.2,2346368,2347876,-,1509,glycerol kinase GlpK
NC_014532.2,2348099,2348857,+,759,DeoR/GlpR family transcriptional regulator
NC_014532.2,2349056,2350573,+,1518,glycerol-3-phosphate dehydrogenase
NC_014532.2,2350744,2351337,-,594,histidine phosphatase family protein
NC_014532.2,2351445,2352437,+,993,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein
NC_014532.2,2352518,2353327,+,810,phosphonate ABC transporter ATP-binding protein
NC_014532.2,2353314,2354114,+,801,"phosphonate ABC transporter, permease protein PhnE"
NC_014532.2,2354108,2354920,+,813,"phosphonate ABC transporter, permease protein PhnE"
NC_014532.2,2355063,2356127,+,1065,endonuclease/exonuclease/phosphatase family protein
NC_014532.2,2356230,2358878,-,2649,phosphoenolpyruvate carboxylase
NC_014532.2,2358875,2359765,-,891,nucleoside triphosphate pyrophosphohydrolase
NC_014532.2,2359762,2362047,-,2286,GTP diphosphokinase
NC_014532.2,2362040,2363491,-,1452,TRAM domain-containing protein
NC_014532.2,2363493,2364389,-,897,cysteine synthase CysM
NC_014532.2,2364533,2367268,+,2736,hybrid sensor histidine kinase/response regulator
NC_014532.2,2367208,2367585,-,378,holo-ACP synthase
NC_014532.2,2367582,2368406,-,825,pyridoxine 5'-phosphate synthase
NC_014532.2,2368488,2369189,-,702,DNA repair protein RecO
NC_014532.2,2369271,2370170,-,900,GTPase Era
NC_014532.2,2370167,2370856,-,690,ribonuclease III
NC_014532.2,2370900,2371706,-,807,signal peptidase I
NC_014532.2,2371722,2373539,-,1818,translation elongation factor 4
NC_014532.2,2373793,2374941,-,1149,DUF1501 domain-containing protein
NC_014532.2,2374977,2376386,-,1410,DUF1800 family protein
NC_014532.2,2376645,2377091,+,447,DUF2501 domain-containing protein
NC_014532.2,2377381,2378805,-,1425,DegQ family serine endoprotease
NC_014532.2,2378979,2380004,-,1026,MucB/RseB C-terminal domain-containing protein
NC_014532.2,2380004,2380750,-,747,sigma-E factor negative regulatory protein
NC_014532.2,2380942,2381550,-,609,RNA polymerase sigma factor RpoE
NC_014532.2,2381878,2382957,+,1080,3-deoxy-7-phosphoheptulonate synthase
NC_014532.2,2383022,2383870,-,849,hypothetical protein
NC_014532.2,2383907,2386048,-,2142,ATP-dependent DNA helicase DinG
NC_014532.2,2386255,2387529,-,1275,ATP-dependent RNA helicase RhlB
NC_014532.2,2387678,2387926,+,249,hypothetical protein
NC_014532.2,2387929,2388762,+,834,exodeoxyribonuclease III
NC_014532.2,2388810,2389943,-,1134,hypothetical protein
NC_014532.2,2389948,2390739,-,792,energy transducer TonB
NC_014532.2,2390739,2391143,-,405,biopolymer transporter ExbD
NC_014532.2,2391136,2391672,-,537,MotA/TolQ/ExbB proton channel family protein
NC_014532.2,2391653,2393041,-,1389,MotA/TolQ/ExbB proton channel family protein
NC_014532.2,2393038,2393805,-,768,DUF3450 domain-containing protein
NC_014532.2,2393974,2394900,-,927,electron transfer flavoprotein subunit alpha/FixB family protein
NC_014532.2,2394897,2395649,-,753,electron transfer flavoprotein subunit beta/FixA family protein
NC_014532.2,2396039,2397709,+,1671,electron transfer flavoprotein-ubiquinone oxidoreductase
NC_014532.2,2397761,2398105,-,345,glutaredoxin family protein
NC_014532.2,2398129,2400330,-,2202,bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL
NC_014532.2,2400592,2400798,+,207,ribosome modulation factor
NC_014532.2,2400866,2401894,-,1029,quinone-dependent dihydroorotate dehydrogenase
NC_014532.2,2402077,2403429,+,1353,magnesium transporter
NC_014532.2,2403531,2408372,-,4842,NAD-glutamate dehydrogenase
NC_014532.2,2408548,2409654,-,1107,tRNA (uridine(54)-C5)-methyltransferase TrmA
NC_014532.2,2409731,2410507,-,777,glutamate racemase
NC_014532.2,2410660,2411205,-,546,hemerythrin domain-containing protein
